claim_id,claim_date,sale_id,repair_status
CL-57871,10/03/2024,IJ-285837,Pending
CL-33478,20/10/2024,VE-8934,Rejected
CL-66626,22/06/2024,DZ-86084,Rejected
CL-82450,18/10/2024,XQ-9541,Pending
CL-91109,06/04/2024,SL-09150,Rejected
CL-3780,25/03/2024,LL-64798,Completed
CL-207,28/08/2024,QP-640965,Rejected
CL-869,19/08/2024,QI-660461,In Progress
CL-11351,27/05/2024,PZ-701910,In Progress
CL-80155,31/05/2024,LP-44886,Completed
CL-5343,27/06/2024,OT-4773,Completed
CL-3215,17/06/2024,LE-0297,Rejected
CL-1521,27/02/2024,CE-2924,Completed
CL-5165,30/09/2024,QE-73508,Completed
CL-95548,22/09/2024,GY-1885,Completed
CL-60434,10/08/2024,DD-53199,Completed
CL-3699,30/03/2024,YM-50441,Pending
CL-51588,16/01/2024,HP-3361,Pending
CL-36608,20/05/2024,QI-60974,Completed
CL-54386,27/06/2024,UC-4282,Rejected
CL-96726,07/01/2024,RS-20871,Pending
CL-62644,18/09/2024,OS-0920,In Progress
CL-3916,11/07/2024,OH-66429,Pending
CL-2811,20/05/2024,ZX-11742,Rejected
CL-9539,16/10/2024,TK-6374,Rejected
CL-3611,19/09/2024,GY-7126,In Progress
CL-60518,04/10/2024,BP-7469,Completed
CL-22978,31/08/2024,XQ-4485,Pending
CL-14613,06/03/2024,UA-31343,Pending
CL-84255,18/01/2024,OR-54186,Rejected
CL-2411,18/08/2024,MM-341568,Completed
CL-16899,16/01/2024,ID-23641,Rejected
CL-89931,10/04/2024,ZQ-170566,Pending
CL-97959,12/10/2024,OQ-75011,Pending
CL-88940,04/04/2024,SD-6123,Rejected
CL-83009,19/04/2024,AA-945467,Completed
CL-75529,10/11/2024,WB-5618,Rejected
CL-75673,13/10/2024,MO-9820,Pending
CL-4096,12/07/2024,BA-1524,Completed
CL-2858,24/07/2024,BP-844389,Pending
CL-72804,25/06/2024,RJ-302175,Completed
CL-19485,16/10/2024,PI-0584,Completed
CL-71636,23/05/2024,KE-04121,In Progress
CL-45944,19/03/2024,DA-345330,Completed
CL-45012,23/07/2024,BV-7714,In Progress
CL-49936,01/10/2024,LR-9609,Completed
CL-19603,02/07/2024,GB-880854,In Progress
CL-72276,22/09/2024,KY-8410,Pending
CL-86305,27/10/2024,IJ-4581,Pending
CL-5440,21/08/2024,TW-090565,Completed
CL-49720,13/06/2024,EZ-830751,Completed
CL-86834,14/07/2024,SR-454263,Completed
CL-41077,09/06/2024,IR-211926,Completed
CL-61344,27/04/2024,OG-989305,Rejected
CL-15218,23/09/2024,TM-194921,In Progress
CL-55639,23/06/2024,SL-57830,Pending
CL-29904,04/01/2024,XI-877458,Completed
CL-55516,03/09/2024,DI-467045,Completed
CL-9779,20/03/2024,CF-271236,Pending
CL-3288,05/03/2024,QL-80135,Rejected
CL-37757,21/02/2024,CO-9904,In Progress
CL-1743,19/02/2024,XA-148872,Rejected
CL-78700,02/03/2024,IX-3443,Rejected
CL-98298,10/06/2024,BZ-4076,Completed
CL-8961,14/01/2024,MO-933438,In Progress
CL-5605,06/09/2024,PR-35684,Completed
CL-3295,09/05/2024,OW-43034,Pending
CL-37890,02/05/2024,DX-8092,Rejected
CL-55975,07/06/2024,DC-87925,In Progress
CL-69496,08/10/2024,QF-2507,Completed
CL-8354,03/10/2024,VH-970259,Pending
CL-6779,12/09/2024,HH-589405,In Progress
CL-49796,07/03/2024,XJ-99646,In Progress
CL-71558,03/10/2024,PX-000040,Completed
CL-92106,17/01/2024,LS-87474,Pending
CL-4943,29/02/2024,NB-85781,In Progress
CL-35166,07/05/2024,GM-3185,Rejected
CL-63051,20/01/2024,HX-359573,Completed
CL-40715,16/05/2024,VT-271073,Rejected
CL-5795,01/10/2024,QG-88462,Completed
CL-1762,14/06/2024,SU-6855,Rejected
CL-68080,11/09/2024,AX-48118,Rejected
CL-7877,15/04/2024,TC-43853,In Progress
CL-24906,10/05/2024,HF-8015,Completed
CL-8197,18/04/2024,UU-153629,In Progress
CL-21142,10/05/2024,ST-814583,Completed
CL-52256,02/01/2024,GZ-48428,Rejected
CL-66438,20/10/2024,DR-155754,Pending
CL-96046,17/07/2024,HM-35852,Rejected
CL-93224,05/09/2024,CW-72836,In Progress
CL-91932,14/04/2024,YV-433803,Pending
CL-71560,08/01/2024,JF-39162,Rejected
CL-93991,06/09/2024,RC-695538,In Progress
CL-1325,13/10/2024,OS-7604,Rejected
CL-49777,07/06/2024,AB-590505,Pending
CL-65937,08/11/2024,FL-419131,Pending
CL-21408,30/10/2024,OZ-25231,In Progress
CL-93027,09/08/2024,PG-031720,Rejected
CL-8005,16/04/2024,VY-2166,Completed
CL-406,24/10/2024,QK-566473,Rejected
CL-1299,19/10/2024,NT-0061,Pending
CL-44210,02/03/2024,TL-834721,Rejected
CL-27702,01/05/2024,VT-863619,Completed
CL-63709,03/11/2024,QF-0482,Completed
CL-11281,02/11/2024,GZ-9415,Rejected
CL-76384,10/08/2024,MZ-872839,Pending
CL-49352,17/06/2024,WA-488463,In Progress
CL-7754,29/02/2024,GV-992898,Completed
CL-33185,10/10/2024,FV-82523,In Progress
CL-70876,17/09/2024,EU-395310,In Progress
CL-69172,22/09/2024,YL-36572,Completed
CL-96509,02/07/2024,BD-06741,Pending
CL-50423,28/01/2024,UG-95692,In Progress
CL-4920,16/08/2024,UP-93047,Rejected
CL-56991,29/07/2024,XD-4741,Rejected
CL-92962,11/07/2024,GN-3279,Pending
CL-1624,05/08/2024,YI-85789,In Progress
CL-61859,17/04/2024,AC-34576,Completed
CL-65646,01/11/2024,TP-3833,Rejected
CL-29378,22/05/2024,DW-885672,Completed
CL-81493,19/03/2024,SA-6455,Completed
CL-12333,18/05/2024,UA-6704,In Progress
CL-10185,10/08/2024,GE-48789,Pending
CL-12930,15/04/2024,HW-4516,In Progress
CL-2745,01/03/2024,SA-5447,Completed
CL-42993,17/10/2024,JM-45251,Rejected
CL-6864,22/03/2024,QB-160043,Completed
CL-22605,29/02/2024,MC-45166,Completed
CL-28621,26/03/2024,KB-555913,In Progress
CL-1524,05/02/2024,WY-00097,Completed
CL-78030,11/09/2024,AD-1173,Completed
CL-28646,26/07/2024,IH-91440,In Progress
CL-6980,10/06/2024,VZ-4899,In Progress
CL-65622,02/02/2024,SW-0866,In Progress
CL-81202,22/01/2024,AM-89375,Completed
CL-4795,03/04/2024,JM-6799,Pending
CL-6300,27/10/2024,DI-9590,Completed
CL-600,09/01/2024,YN-012290,Rejected
CL-64873,09/07/2024,VT-3535,Completed
CL-23123,19/02/2024,CX-41439,Pending
CL-5587,06/05/2024,FR-491412,In Progress
CL-5633,13/04/2024,XP-45227,In Progress
CL-5435,27/08/2024,HP-0572,Completed
CL-58302,12/04/2024,LL-3573,Pending
CL-52477,27/04/2024,IN-080417,In Progress
CL-5602,06/07/2024,LS-51690,Pending
CL-6594,10/08/2024,QK-1119,Pending
CL-408,11/03/2024,WY-2385,Completed
CL-54849,18/05/2024,SS-32365,Rejected
CL-6453,31/01/2024,PS-18708,In Progress
CL-76717,06/07/2024,HV-0905,In Progress
CL-8453,05/09/2024,CF-1437,Completed
CL-9021,28/04/2024,JJ-6133,Completed
CL-40308,16/10/2024,RM-397542,Pending
CL-27158,21/08/2024,AX-51533,Rejected
CL-172,27/09/2024,YF-6406,In Progress
CL-4222,03/09/2024,OA-9337,Completed
CL-512,04/05/2024,JR-06463,Rejected
CL-41104,11/08/2024,FA-402863,Completed
CL-71868,17/08/2024,IN-0372,In Progress
CL-394,03/07/2024,YQ-164653,Pending
CL-64571,06/04/2024,ZD-52086,Rejected
CL-79254,08/03/2024,LW-425984,Rejected
CL-6054,26/04/2024,OZ-0531,Completed
CL-75666,09/04/2024,TY-16473,Rejected
CL-8398,17/10/2024,ML-39354,Rejected
CL-4862,04/02/2024,OL-19373,Rejected
CL-47078,23/05/2024,AN-43347,Pending
CL-1769,10/11/2024,DW-1535,In Progress
CL-83587,12/01/2024,RC-856610,Pending
CL-49846,21/02/2024,PN-31341,Rejected
CL-95792,18/03/2024,OC-160699,Completed
CL-7159,11/05/2024,IY-882031,Completed
CL-19835,24/05/2024,RW-9686,In Progress
CL-7552,01/08/2024,NW-98117,Pending
CL-2987,06/08/2024,UV-5642,Rejected
CL-28600,06/04/2024,CA-487652,In Progress
CL-54353,10/03/2024,GH-7231,Completed
CL-8301,28/07/2024,YO-973620,Pending
CL-44069,10/07/2024,XT-07453,Rejected
CL-28392,18/09/2024,US-577973,Pending
CL-485,29/08/2024,JM-37628,Rejected
CL-2973,09/05/2024,GM-828313,Pending
CL-14644,18/04/2024,RM-4818,Pending
CL-85939,29/02/2024,VC-816478,In Progress
CL-12987,01/01/2024,ZK-562994,Rejected
CL-51571,04/05/2024,UX-907466,Rejected
CL-50461,26/09/2024,XS-3205,Rejected
CL-10817,12/07/2024,TM-05480,In Progress
CL-42080,02/10/2024,PE-1374,Pending
CL-17615,31/07/2024,NS-79902,Completed
CL-74922,13/10/2024,WU-2849,Completed
CL-8242,07/06/2024,AX-10408,Completed
CL-3097,20/08/2024,EU-99164,Rejected
CL-93304,13/09/2024,UP-84053,In Progress
CL-3338,04/05/2024,WZ-52322,In Progress
CL-24006,28/03/2024,KO-590469,Rejected
CL-68763,29/04/2024,AD-98596,Completed
CL-58836,06/10/2024,ZI-3384,Pending
CL-7544,26/07/2024,PJ-66185,In Progress
CL-7072,28/04/2024,YV-12792,Completed
CL-50007,17/05/2024,BW-13759,In Progress
CL-28277,01/07/2024,FS-060203,Rejected
CL-23059,14/04/2024,RH-843115,Completed
CL-24447,29/05/2024,YX-93918,In Progress
CL-88861,09/05/2024,LG-3331,In Progress
CL-91729,16/01/2024,LB-727460,Completed
CL-8331,25/06/2024,SG-64475,Completed
CL-3705,05/01/2024,EF-784953,In Progress
CL-84097,12/07/2024,GY-34296,Rejected
CL-84337,18/07/2024,BB-88180,In Progress
CL-28562,06/11/2024,DG-728455,Completed
CL-14794,17/04/2024,FL-19551,Completed
CL-1919,10/01/2024,FY-2068,Rejected
CL-96676,12/09/2024,MG-048279,Rejected
CL-70002,10/11/2024,UH-0058,Pending
CL-64824,03/01/2024,OG-33510,Pending
CL-10887,22/07/2024,NS-3371,Rejected
CL-8733,30/06/2024,EO-6059,In Progress
CL-81466,09/10/2024,OP-3813,In Progress
CL-46205,18/03/2024,VC-96831,In Progress
CL-48295,18/06/2024,HU-299537,Completed
CL-65528,10/08/2024,DZ-314925,Completed
CL-54728,09/11/2024,HS-044291,In Progress
CL-9271,28/09/2024,DW-3383,Pending
CL-28973,25/02/2024,HT-2266,Completed
CL-35927,23/08/2024,AW-1968,Pending
CL-76988,29/04/2024,YU-2702,Pending
CL-1895,03/11/2024,XQ-0571,Completed
CL-2007,20/08/2024,UO-47267,Pending
CL-63483,09/04/2024,GF-305388,Pending
CL-96059,22/04/2024,RB-435842,Rejected
CL-83973,03/05/2024,BO-944818,Pending
CL-86757,08/11/2024,QF-772051,Completed
CL-60423,11/07/2024,CT-81102,In Progress
CL-29268,01/09/2024,WE-8950,Pending
CL-79462,08/06/2024,BI-6355,Completed
CL-6531,02/01/2024,SZ-693063,Completed
CL-24711,11/10/2024,AI-0562,Rejected
CL-521,21/08/2024,EN-105536,Completed
CL-281,04/02/2024,AT-2701,Completed
CL-72945,02/10/2024,XH-9992,In Progress
CL-76085,04/09/2024,AX-32830,Pending
CL-85018,18/09/2024,BV-2060,Pending
CL-81297,12/03/2024,AX-9454,In Progress
CL-33562,27/05/2024,UT-4890,Completed
CL-91315,09/08/2024,IM-8429,Completed
CL-28586,21/08/2024,QJ-131723,Completed
CL-559,14/01/2024,ST-4676,In Progress
CL-15362,25/05/2024,BA-05936,Rejected
CL-70425,24/03/2024,JI-09907,Completed
CL-59332,31/07/2024,PQ-77513,In Progress
CL-60128,05/06/2024,UW-9320,Rejected
CL-6928,18/10/2024,RB-3661,Completed
CL-9006,11/01/2024,BG-2108,Rejected
CL-40879,14/08/2024,CK-28724,Pending
CL-76882,03/07/2024,US-73153,In Progress
CL-1181,27/06/2024,ZJ-19516,Completed
CL-6035,03/01/2024,KX-41058,Pending
CL-91424,23/02/2024,VO-706937,Completed
CL-68438,21/06/2024,BV-78717,Rejected
CL-2581,06/07/2024,GJ-6622,Rejected
CL-3275,10/11/2024,XH-7367,Completed
CL-46334,01/10/2024,PA-9634,In Progress
CL-5422,01/04/2024,NH-7386,Pending
CL-5456,03/04/2024,ZV-89744,In Progress
CL-4993,02/09/2024,JE-8509,Rejected
CL-32988,18/06/2024,HC-75537,Pending
CL-21690,01/03/2024,EA-5635,Completed
CL-681,13/06/2024,AE-967017,In Progress
CL-81696,07/01/2024,PB-498660,In Progress
CL-9633,06/10/2024,GL-83018,In Progress
CL-49237,05/02/2024,JZ-919530,Rejected
CL-45749,22/07/2024,ZF-72032,Pending
CL-952,11/04/2024,MK-548556,Pending
CL-29138,24/05/2024,ZN-724153,Rejected
CL-9714,21/01/2024,EQ-979872,Pending
CL-41407,30/07/2024,AX-01688,In Progress
CL-74049,31/01/2024,NY-6778,Rejected
CL-4905,10/04/2024,JG-0597,Pending
CL-22284,31/05/2024,PD-49505,Completed
CL-43301,12/03/2024,UA-0334,Completed
CL-5091,26/09/2024,KF-4185,In Progress
CL-26814,24/01/2024,BC-5656,Pending
CL-5378,04/09/2024,ZV-68657,Rejected
CL-44504,01/10/2024,XT-22842,Completed
CL-8377,10/01/2024,EP-82479,Rejected
CL-55425,09/07/2024,PE-160999,Completed
CL-29656,08/09/2024,ZV-234767,In Progress
CL-43299,01/07/2024,MO-351804,Pending
CL-92908,05/05/2024,AA-06848,Pending
CL-45743,31/07/2024,RT-66916,Rejected
CL-5923,24/09/2024,EI-09292,Rejected
CL-78258,22/03/2024,KA-1086,Completed
CL-15787,11/08/2024,GU-81306,In Progress
CL-26134,18/02/2024,CS-1541,Pending
CL-92605,08/05/2024,EX-512277,In Progress
CL-62651,29/01/2024,MF-727280,In Progress
CL-50649,19/02/2024,MR-930402,Pending
CL-86056,21/05/2024,YL-3090,Completed
CL-11844,22/08/2024,NM-84186,In Progress
CL-20652,12/08/2024,PT-8203,Completed
CL-72019,19/04/2024,AD-0226,In Progress
CL-52210,16/01/2024,YX-051793,Pending
CL-42970,23/08/2024,JQ-3126,Completed
CL-66154,16/04/2024,FK-4477,Completed
CL-4683,02/08/2024,HJ-91990,Pending
CL-8146,14/07/2024,AE-65240,Pending
CL-98925,07/05/2024,RZ-732304,Rejected
CL-94009,14/04/2024,QF-78036,Rejected
CL-4732,21/02/2024,UO-90543,Pending
CL-75929,27/02/2024,LW-369365,Rejected
CL-57789,08/02/2024,ZG-330668,Pending
CL-5679,05/10/2024,GJ-78053,In Progress
CL-88133,01/02/2024,GI-720029,Rejected
CL-8855,17/10/2024,SD-25752,Rejected
CL-57990,20/10/2024,OE-8067,In Progress
CL-97973,18/06/2024,VN-56023,Rejected
CL-981,23/04/2024,MN-32975,Completed
CL-92185,12/09/2024,JZ-8532,In Progress
CL-7679,02/06/2024,IE-89039,Completed
CL-5525,09/03/2024,FK-9565,Rejected
CL-88486,05/09/2024,IR-71312,Completed
CL-58463,25/06/2024,TA-131408,Completed
CL-7871,16/01/2024,WP-1605,Rejected
CL-25989,19/06/2024,DQ-798561,Rejected
CL-1836,23/06/2024,GV-434519,Pending
CL-73388,03/11/2024,GZ-35437,In Progress
CL-8607,22/06/2024,FK-5767,Completed
CL-12826,20/10/2024,NX-2000,In Progress
CL-8072,25/08/2024,WP-26232,Completed
CL-1110,29/06/2024,HA-8122,Rejected
CL-13811,01/08/2024,RU-9932,Rejected
CL-17740,10/02/2024,AK-692793,In Progress
CL-26301,03/09/2024,TX-050977,Completed
CL-23043,26/03/2024,OQ-7275,In Progress
CL-25268,03/08/2024,WZ-123173,Rejected
CL-1360,27/01/2024,PK-9404,Completed
CL-77948,31/08/2024,CS-4010,Completed
CL-57120,08/03/2024,PG-75085,In Progress
CL-12634,18/04/2024,MZ-2656,Rejected
CL-23469,28/05/2024,OH-8878,Completed
CL-29874,23/07/2024,PK-10987,Completed
CL-88774,19/03/2024,ST-74112,Completed
CL-80520,12/11/2024,AK-78646,Completed
CL-24387,24/05/2024,UY-83167,Pending
CL-80931,01/10/2024,EJ-793807,Pending
CL-14521,02/07/2024,UU-62089,Pending
CL-75309,07/03/2024,WS-65555,Completed
CL-2967,01/09/2024,XU-01315,Completed
CL-29474,20/05/2024,FQ-75371,Rejected
CL-6277,04/10/2024,ZD-0145,Rejected
CL-24078,31/08/2024,ZW-143510,Pending
CL-62774,04/03/2024,ZR-6277,Rejected
CL-66585,12/05/2024,YK-980848,Rejected
CL-4630,16/10/2024,UG-1530,In Progress
CL-1708,12/06/2024,FH-936127,In Progress
CL-89519,10/05/2024,YV-6935,Pending
CL-37231,17/01/2024,TT-2877,Pending
CL-55325,14/03/2024,LP-5168,Pending
CL-307,09/06/2024,UX-683747,In Progress
CL-33046,09/07/2024,ZI-277612,In Progress
CL-31363,24/04/2024,NG-91184,Completed
CL-11877,06/11/2024,LI-49469,Pending
CL-3691,10/11/2024,ZM-8842,Pending
CL-71220,02/07/2024,OA-777442,Rejected
CL-5814,29/05/2024,SV-9762,Completed
CL-23901,08/10/2024,IW-031460,Completed
CL-3517,16/03/2024,SL-40870,In Progress
CL-2874,24/05/2024,TM-11143,Pending
CL-31124,01/03/2024,HM-48088,Rejected
CL-9863,13/10/2024,YF-496947,Rejected
CL-23217,16/01/2024,MH-354759,In Progress
CL-48696,06/02/2024,VA-03143,In Progress
CL-22661,27/06/2024,NQ-5646,Rejected
CL-7861,22/09/2024,HA-482174,Pending
CL-14234,16/10/2024,OF-367788,In Progress
CL-14820,18/05/2024,LR-6574,In Progress
CL-3778,22/08/2024,LC-0697,Pending
CL-66261,18/08/2024,ZJ-204042,Pending
CL-4219,20/01/2024,ML-17123,Completed
CL-98086,11/01/2024,GO-820081,Completed
CL-27359,05/09/2024,FJ-07443,Completed
CL-33990,11/09/2024,KH-633994,Rejected
CL-64789,24/04/2024,AR-0049,Rejected
CL-24581,29/08/2024,OF-95900,Completed
CL-67401,27/05/2024,EP-38815,In Progress
CL-61529,21/07/2024,PT-513471,Rejected
CL-4301,15/02/2024,SV-66814,In Progress
CL-81049,29/07/2024,IS-776769,Rejected
CL-87688,30/06/2024,XK-017722,Pending
CL-32470,23/03/2024,FX-0451,In Progress
CL-74996,01/01/2024,HS-3799,Completed
CL-34571,28/01/2024,OV-8946,In Progress
CL-7584,04/03/2024,CC-2959,Pending
CL-2069,21/01/2024,RT-202519,In Progress
CL-16036,25/10/2024,WL-23384,Rejected
CL-99452,03/04/2024,DN-398237,In Progress
CL-23706,16/08/2024,PJ-4562,Rejected
CL-2784,15/02/2024,NJ-83277,In Progress
CL-9142,05/11/2024,DQ-401212,Rejected
CL-4022,03/09/2024,KX-7269,Completed
CL-7312,23/09/2024,JY-0944,Pending
CL-4100,03/10/2024,EK-70734,Pending
CL-70934,09/01/2024,IW-727503,Rejected
CL-97632,24/07/2024,BM-335675,In Progress
CL-42627,14/10/2024,IR-0016,In Progress
CL-5316,18/10/2024,FF-387920,Pending
CL-1690,20/05/2024,DP-34977,Completed
CL-1347,12/10/2024,WO-6385,Pending
CL-13105,27/08/2024,TB-41575,Completed
CL-54739,04/04/2024,BR-53792,In Progress
CL-1909,14/10/2024,AX-32465,Pending
CL-94727,23/06/2024,SZ-640681,Pending
CL-70289,26/01/2024,DX-70753,Completed
CL-97899,21/02/2024,RM-98105,Completed
CL-29580,26/03/2024,OM-01085,Completed
CL-96942,27/10/2024,PO-341387,Rejected
CL-6301,02/01/2024,OI-2772,Completed
CL-233,28/02/2024,LD-89140,In Progress
CL-78067,17/05/2024,SJ-1939,Rejected
CL-93124,09/06/2024,FH-88495,Rejected
CL-29394,22/01/2024,LO-125337,Completed
CL-58440,21/07/2024,DR-15738,Completed
CL-58410,14/01/2024,OX-353139,In Progress
CL-84490,05/04/2024,SY-63364,Rejected
CL-64934,29/04/2024,JI-9304,Completed
CL-81875,08/08/2024,XQ-7221,Rejected
CL-52801,01/09/2024,WL-358648,Completed
CL-78556,01/11/2024,TJ-3360,Pending
CL-5747,13/04/2024,XC-298481,Completed
CL-5225,10/01/2024,QD-960267,Completed
CL-48689,22/06/2024,OE-2695,Completed
CL-64243,16/08/2024,PW-550369,Pending
CL-37143,10/03/2024,CE-67842,Pending
CL-47477,25/06/2024,RN-49606,In Progress
CL-2868,26/04/2024,DC-5972,Completed
CL-35873,24/08/2024,DN-30725,Rejected
CL-31329,24/09/2024,JW-16463,Completed
CL-9810,06/09/2024,PE-37384,In Progress
CL-37205,01/11/2024,QI-558262,Pending
CL-6947,03/03/2024,GL-91947,Pending
CL-5342,05/03/2024,NS-49953,In Progress
CL-89896,20/09/2024,GR-08810,Completed
CL-2334,10/08/2024,MO-9100,In Progress
CL-17684,01/11/2024,VJ-0042,In Progress
CL-13398,28/05/2024,QB-253090,Rejected
CL-75430,06/08/2024,GH-28322,In Progress
CL-1661,22/10/2024,OD-1819,In Progress
CL-51997,12/10/2024,DH-2718,Completed
CL-9867,09/03/2024,TD-4560,In Progress
CL-1979,06/10/2024,UN-093584,Completed
CL-24351,28/09/2024,FN-0535,Completed
CL-73642,10/03/2024,YK-578880,Pending
CL-5642,07/01/2024,UR-2950,Completed
CL-5753,19/05/2024,UC-0104,Rejected
CL-9857,11/01/2024,AK-4850,Pending
CL-79930,07/02/2024,SZ-02197,Rejected
CL-2833,03/09/2024,OL-75654,Completed
CL-94872,29/06/2024,YQ-217651,Pending
CL-89764,26/06/2024,DQ-41566,In Progress
CL-19450,18/10/2024,GJ-5999,Completed
CL-38694,03/07/2024,TC-39945,Pending
CL-98926,24/03/2024,IN-5705,Completed
CL-40820,13/02/2024,XI-0279,In Progress
CL-2844,15/02/2024,BL-27856,Pending
CL-2385,06/05/2024,JB-77183,In Progress
CL-61571,29/08/2024,DV-9714,In Progress
CL-74030,27/05/2024,LI-69712,Rejected
CL-53271,06/04/2024,VF-01715,In Progress
CL-1132,10/03/2024,NP-7529,Completed
CL-63014,02/02/2024,QT-45204,Completed
CL-58030,05/09/2024,MS-40395,In Progress
CL-8064,03/05/2024,ZG-5073,Pending
CL-9048,09/08/2024,YK-7791,In Progress
CL-6549,29/06/2024,LR-004477,In Progress
CL-4864,07/09/2024,UX-52499,In Progress
CL-86115,14/10/2024,AX-673544,Rejected
CL-36114,22/07/2024,NE-7293,Pending
CL-73178,25/03/2024,JC-769741,In Progress
CL-63075,27/04/2024,ZH-0844,In Progress
CL-77113,09/11/2024,FR-0991,Rejected
CL-77710,30/04/2024,XP-518303,In Progress
CL-21874,16/01/2024,XF-087755,Pending
CL-2310,13/04/2024,PV-156165,In Progress
CL-89753,05/06/2024,PW-85274,In Progress
CL-82850,27/03/2024,CC-7824,Rejected
CL-31062,04/07/2024,PZ-6194,Pending
CL-2527,05/11/2024,HL-1826,Pending
CL-92600,13/08/2024,WG-7953,Completed
CL-3525,17/06/2024,LK-8534,Pending
CL-25603,12/09/2024,IY-4674,Rejected
CL-2806,25/03/2024,OR-1595,In Progress
CL-40140,17/05/2024,ZC-7700,Completed
CL-30165,04/04/2024,FE-98634,Rejected
CL-67839,03/06/2024,VC-05935,Completed
CL-61868,27/08/2024,LZ-77096,Completed
CL-88187,21/04/2024,EF-3175,In Progress
CL-67096,14/09/2024,GZ-2554,In Progress
CL-78881,03/05/2024,FU-2104,Pending
CL-31690,29/01/2024,IB-55490,Rejected
CL-81238,18/09/2024,KK-006912,Completed
CL-42485,28/09/2024,SL-16198,In Progress
CL-48914,23/08/2024,RC-274238,In Progress
CL-16518,03/06/2024,UY-93164,Completed
CL-414,20/07/2024,DJ-99513,In Progress
CL-58533,10/08/2024,GB-3448,Pending
CL-28914,02/02/2024,IV-4076,Completed
CL-31004,16/01/2024,QW-71003,Rejected
CL-86598,08/09/2024,HG-0005,Rejected
CL-37289,11/07/2024,LV-15617,Rejected
CL-8669,05/10/2024,UT-712219,In Progress
CL-35470,14/06/2024,CZ-26776,Rejected
CL-99966,16/05/2024,DM-52552,Completed
CL-45035,23/08/2024,HQ-923659,Pending
CL-79950,18/02/2024,IL-484763,Rejected
CL-95371,04/02/2024,LM-598658,Pending
CL-4696,04/05/2024,ZY-838218,In Progress
CL-28767,28/06/2024,NS-0253,In Progress
CL-55080,01/03/2024,DP-968102,Pending
CL-23621,19/03/2024,XT-5232,In Progress
CL-22093,08/03/2024,GJ-2447,Completed
CL-94266,25/10/2024,AN-4261,Rejected
CL-93636,13/09/2024,TN-6105,Rejected
CL-25173,06/11/2024,LZ-4345,Pending
CL-47398,13/10/2024,JT-969140,Rejected
CL-1727,06/01/2024,HS-28118,In Progress
CL-80863,09/03/2024,AY-761878,In Progress
CL-96953,03/02/2024,SE-279463,Rejected
CL-76815,25/03/2024,IA-018448,In Progress
CL-6979,26/05/2024,HR-0451,Pending
CL-94780,14/09/2024,LL-79011,In Progress
CL-90114,27/06/2024,AL-435043,Pending
CL-67627,04/02/2024,NJ-0641,Pending
CL-8662,30/01/2024,CZ-3034,In Progress
CL-78396,01/04/2024,QA-092473,In Progress
CL-74699,07/07/2024,GJ-6789,Completed
CL-6108,11/06/2024,GY-9602,Pending
CL-8012,27/01/2024,DM-7218,Completed
CL-49166,17/02/2024,BQ-958093,In Progress
CL-7537,10/04/2024,NS-859141,Pending
CL-54311,14/07/2024,DB-06733,Completed
CL-63364,28/08/2024,GP-67303,Pending
CL-6736,28/10/2024,OY-53680,Pending
CL-31701,02/06/2024,CC-018671,Pending
CL-76184,10/05/2024,QX-923770,In Progress
CL-24064,17/06/2024,WI-06336,Completed
CL-72195,06/03/2024,DR-465863,Pending
CL-2073,19/10/2024,QD-1259,Rejected
CL-2043,07/08/2024,ME-04980,Pending
